,Date,Close
,1/18/2019 16:00:00,165.59
,1/22/2019 16:00:00,166.68
,1/23/2019 16:00:00,167.55
,1/24/2019 16:00:00,168.42
,1/25/2019 16:00:00,168.31
,1/28/2019 16:00:00,167.67
,1/29/2019 16:00:00,168
,1/30/2019 16:00:00,166.18
,1/31/2019 16:00:00,164.54
,2/1/2019 16:00:00,164
,2/4/2019 16:00:00,163.81
,2/5/2019 16:00:00,162.41
,2/6/2019 16:00:00,161.66
,2/7/2019 16:00:00,166.69
,2/8/2019 16:00:00,165.4
,2/11/2019 16:00:00,168.35
,2/12/2019 16:00:00,170
,2/13/2019 16:00:00,170.62
,2/14/2019 16:00:00,169.14
,2/15/2019 16:00:00,172.27
,2/19/2019 16:00:00,173.48
,2/20/2019 16:00:00,176
,2/21/2019 16:00:00,173.08
,2/22/2019 16:00:00,172.47
,2/25/2019 16:00:00,172.47
,2/26/2019 16:00:00,170.51
,2/27/2019 16:00:00,172.53
,2/28/2019 16:00:00,173.06
,3/1/2019 16:00:00,172.59
,3/4/2019 16:00:00,172.84
,3/5/2019 16:00:00,172.67
,3/6/2019 16:00:00,169.9
,3/7/2019 16:00:00,167.64
,3/8/2019 16:00:00,167.84
,3/11/2019 16:00:00,169.09
,3/12/2019 16:00:00,170.36
,3/13/2019 16:00:00,172.17
,3/14/2019 16:00:00,173.33
,3/15/2019 16:00:00,172.52
,3/18/2019 16:00:00,174.73
,3/19/2019 16:00:00,171.35
,3/20/2019 16:00:00,163.79
,3/21/2019 16:00:00,160.32
,3/22/2019 16:00:00,153.79
,3/25/2019 16:00:00,153.29
,3/26/2019 16:00:00,155.58
,3/27/2019 16:00:00,155.31
,3/28/2019 16:00:00,157.4
,3/29/2019 16:00:00,157.02
,4/1/2019 16:00:00,161.73
,4/2/2019 16:00:00,161.74
,4/3/2019 16:00:00,161.88
,4/4/2019 16:00:00,163.29
,4/5/2019 16:00:00,163.22
,4/8/2019 16:00:00,164.06
,4/9/2019 16:00:00,162.13
,4/10/2019 16:00:00,163.05
,4/11/2019 16:00:00,164.5
,4/12/2019 16:00:00,167.76
,4/15/2019 16:00:00,163.72
,4/16/2019 16:00:00,168.28
,4/17/2019 16:00:00,168.48
,4/18/2019 16:00:00,166.34
,4/22/2019 16:00:00,166.49
,4/23/2019 16:00:00,167.15
,4/24/2019 16:00:00,166.56
,4/25/2019 16:00:00,167.78
,4/26/2019 16:00:00,168.96
,4/29/2019 16:00:00,170.64
,4/30/2019 16:00:00,170.07
,5/1/2019 16:00:00,167.87
,5/2/2019 16:00:00,169.4
,5/3/2019 16:00:00,170.36
,5/6/2019 16:00:00,169.78
,5/7/2019 16:00:00,167.55
,5/8/2019 16:00:00,167.19
