,Date,Close
,1/29/2019 16:00:00,328.9
,1/30/2019 16:00:00,340.66
,1/31/2019 16:00:00,339.5
,2/1/2019 16:00:00,339.85
,2/4/2019 16:00:00,351.34
,2/5/2019 16:00:00,355.81
,2/6/2019 16:00:00,352.19
,2/7/2019 16:00:00,344.71
,2/8/2019 16:00:00,347.57
,2/11/2019 16:00:00,345.73
,2/12/2019 16:00:00,359.97
,2/13/2019 16:00:00,351.77
,2/14/2019 16:00:00,359.07
,2/15/2019 16:00:00,356.87
,2/19/2019 16:00:00,361.92
,2/20/2019 16:00:00,359.91
,2/21/2019 16:00:00,356.97
,2/22/2019 16:00:00,363.02
,2/25/2019 16:00:00,363.91
,2/26/2019 16:00:00,364.97
,2/27/2019 16:00:00,362.87
,2/28/2019 16:00:00,358.1
,3/1/2019 16:00:00,357.32
,3/4/2019 16:00:00,351.04
,3/5/2019 16:00:00,354.3
,3/6/2019 16:00:00,359.61
,3/7/2019 16:00:00,352.6
,3/8/2019 16:00:00,349.6
,3/11/2019 16:00:00,358.86
,3/12/2019 16:00:00,356.27
,3/13/2019 16:00:00,361.21
,3/14/2019 16:00:00,358.82
,3/15/2019 16:00:00,361.46
,3/18/2019 16:00:00,363.44
,3/19/2019 16:00:00,358.78
,3/20/2019 16:00:00,375.22
,3/21/2019 16:00:00,377.87
,3/22/2019 16:00:00,361.01
,3/25/2019 16:00:00,366.23
,3/26/2019 16:00:00,359.97
,3/27/2019 16:00:00,353.37
,3/28/2019 16:00:00,354.61
,3/29/2019 16:00:00,356.56
,4/1/2019 16:00:00,366.96
,4/2/2019 16:00:00,367.72
,4/3/2019 16:00:00,369.75
,4/4/2019 16:00:00,367.88
,4/5/2019 16:00:00,365.49
,4/8/2019 16:00:00,361.41
,4/9/2019 16:00:00,364.71
,4/10/2019 16:00:00,363.92
,4/11/2019 16:00:00,367.65
,4/12/2019 16:00:00,351.14
,4/15/2019 16:00:00,348.87
,4/16/2019 16:00:00,359.46
,4/17/2019 16:00:00,354.74
,4/18/2019 16:00:00,360.35
,4/22/2019 16:00:00,377.34
,4/23/2019 16:00:00,381.89
,4/24/2019 16:00:00,374.23
,4/25/2019 16:00:00,368.33
,4/26/2019 16:00:00,374.85
,4/29/2019 16:00:00,371.83
,4/30/2019 16:00:00,370.54
,5/1/2019 16:00:00,378.81
,5/2/2019 16:00:00,379.06
,5/3/2019 16:00:00,385.03
,5/6/2019 16:00:00,378.67
,5/7/2019 16:00:00,370.46
,5/8/2019 16:00:00,364.37
