,Date,Close
,5/18/2018 16:00:00,324.18
,5/21/2018 16:00:00,331.82
,5/22/2018 16:00:00,331.62
,5/23/2018 16:00:00,344.72
,5/24/2018 16:00:00,349.29
,5/25/2018 16:00:00,351.29
,5/29/2018 16:00:00,349.73
,5/30/2018 16:00:00,353.54
,5/31/2018 16:00:00,351.6
,6/1/2018 16:00:00,359.93
,6/4/2018 16:00:00,361.81
,6/5/2018 16:00:00,365.8
,6/6/2018 16:00:00,367.45
,6/7/2018 16:00:00,361.4
,6/8/2018 16:00:00,360.57
,6/11/2018 16:00:00,361.45
,6/12/2018 16:00:00,363.83
,6/13/2018 16:00:00,379.93
,6/14/2018 16:00:00,392.87
,6/15/2018 16:00:00,391.98
,6/18/2018 16:00:00,390.4
,6/19/2018 16:00:00,404.98
,6/20/2018 16:00:00,416.76
,6/21/2018 16:00:00,415.44
,6/22/2018 16:00:00,411.09
,6/25/2018 16:00:00,384.48
,6/26/2018 16:00:00,399.39
,6/27/2018 16:00:00,390.39
,6/28/2018 16:00:00,395.42
,6/29/2018 16:00:00,391.43
,7/2/2018 16:00:00,398.18
,7/3/2018 13:00:00,390.52
,7/5/2018 16:00:00,398.39
,7/6/2018 16:00:00,408.25
,7/9/2018 16:00:00,418.97
,7/10/2018 16:00:00,415.63
,7/11/2018 16:00:00,418.65
,7/12/2018 16:00:00,413.5
,7/13/2018 16:00:00,395.8
,7/16/2018 16:00:00,400.48
,7/17/2018 16:00:00,379.48
,7/18/2018 16:00:00,375.13
,7/19/2018 16:00:00,364.23
,7/20/2018 16:00:00,361.05
,7/23/2018 16:00:00,362.66
,7/24/2018 16:00:00,357.32
,7/25/2018 16:00:00,362.87
,7/26/2018 16:00:00,363.09
,7/27/2018 16:00:00,355.21
,7/30/2018 16:00:00,334.96
,7/31/2018 16:00:00,337.45
,8/1/2018 16:00:00,338.38
,8/2/2018 16:00:00,344.5
,8/3/2018 16:00:00,343.09
,8/6/2018 16:00:00,350.92
,8/7/2018 16:00:00,351.83
,8/8/2018 16:00:00,347.61
,8/9/2018 16:00:00,349.36
,8/10/2018 16:00:00,345.87
,8/13/2018 16:00:00,341.31
,8/14/2018 16:00:00,337.49
,8/15/2018 16:00:00,326.4
,8/16/2018 16:00:00,322.44
,8/17/2018 16:00:00,316.78
,8/20/2018 16:00:00,327.73
,8/21/2018 16:00:00,338.02
,8/22/2018 16:00:00,344.44
,8/23/2018 16:00:00,339.17
,8/24/2018 16:00:00,358.82
,8/27/2018 16:00:00,364.58
,8/28/2018 16:00:00,368.49
,8/29/2018 16:00:00,368.04
,8/30/2018 16:00:00,370.98
,8/31/2018 16:00:00,367.68
,9/4/2018 16:00:00,363.6
,9/5/2018 16:00:00,341.18
,9/6/2018 16:00:00,346.46
,9/7/2018 16:00:00,348.68
,9/10/2018 16:00:00,348.41
,9/11/2018 16:00:00,355.93
,9/12/2018 16:00:00,369.95
,9/13/2018 16:00:00,368.15
,9/14/2018 16:00:00,364.56
,9/17/2018 16:00:00,350.35
,9/18/2018 16:00:00,367.65
,9/19/2018 16:00:00,366.96
,9/20/2018 16:00:00,365.36
,9/21/2018 16:00:00,361.19
,9/24/2018 16:00:00,369.61
,9/25/2018 16:00:00,369.43
,9/26/2018 16:00:00,377.88
,9/27/2018 16:00:00,380.71
,9/28/2018 16:00:00,374.13
,10/1/2018 16:00:00,381.43
,10/2/2018 16:00:00,377.14
,10/3/2018 16:00:00,377.05
,10/4/2018 16:00:00,363.65
,10/5/2018 16:00:00,351.35
,10/8/2018 16:00:00,349.1
,10/9/2018 16:00:00,355.71
,10/10/2018 16:00:00,325.89
,10/11/2018 16:00:00,321.1
,10/12/2018 16:00:00,339.56
,10/15/2018 16:00:00,333.13
,10/16/2018 16:00:00,346.4
,10/17/2018 16:00:00,364.7
,10/18/2018 16:00:00,346.71
,10/19/2018 16:00:00,332.67
,10/22/2018 16:00:00,329.54
,10/23/2018 16:00:00,333.16
,10/24/2018 16:00:00,301.83
,10/25/2018 16:00:00,312.87
,10/26/2018 16:00:00,299.83
,10/29/2018 16:00:00,284.84
,10/30/2018 16:00:00,285.81
,10/31/2018 16:00:00,301.78
,11/1/2018 16:00:00,317.38
,11/2/2018 16:00:00,309.1
,11/5/2018 16:00:00,315.44
,11/6/2018 16:00:00,310.84
,11/7/2018 16:00:00,327.5
,11/8/2018 16:00:00,317.92
,11/9/2018 16:00:00,303.47
,11/12/2018 16:00:00,294.07
,11/13/2018 16:00:00,294.4
,11/14/2018 16:00:00,286.73
,11/15/2018 16:00:00,290.06
,11/16/2018 16:00:00,286.21
,11/19/2018 16:00:00,270.6
,11/20/2018 16:00:00,266.98
,11/21/2018 16:00:00,262.13
,11/23/2018 13:00:00,258.82
,11/26/2018 16:00:00,261.43
,11/27/2018 16:00:00,266.63
,11/28/2018 16:00:00,282.65
,11/29/2018 16:00:00,288.75
,11/30/2018 16:00:00,286.13
,12/3/2018 16:00:00,290.3
,12/4/2018 16:00:00,275.33
,12/6/2018 16:00:00,282.88
,12/7/2018 16:00:00,265.14
,12/10/2018 16:00:00,269.7
,12/11/2018 16:00:00,265.32
,12/12/2018 16:00:00,274.88
,12/13/2018 16:00:00,276.02
,12/14/2018 16:00:00,266.84
,12/17/2018 16:00:00,262.8
,12/18/2018 16:00:00,270.94
,12/19/2018 16:00:00,266.77
,12/20/2018 16:00:00,260.58
,12/21/2018 16:00:00,246.39
,12/24/2018 13:00:00,233.88
,12/26/2018 16:00:00,253.67
,12/27/2018 16:00:00,255.57
,12/28/2018 16:00:00,256.08
,12/31/2018 16:00:00,267.66
,1/2/2019 16:00:00,267.66
,1/3/2019 16:00:00,271.2
,1/4/2019 16:00:00,297.57
,1/7/2019 16:00:00,315.34
,1/8/2019 16:00:00,320.27
,1/9/2019 16:00:00,319.96
,1/10/2019 16:00:00,324.66
,1/11/2019 16:00:00,337.59
,1/14/2019 16:00:00,332.94
,1/15/2019 16:00:00,354.64
,1/16/2019 16:00:00,351.39
,1/17/2019 16:00:00,353.19
,1/18/2019 16:00:00,339.1
,1/22/2019 16:00:00,325.16
,1/23/2019 16:00:00,321.99
,1/24/2019 16:00:00,326.67
,1/25/2019 16:00:00,338.05
,1/28/2019 16:00:00,335.66
